,anime_id,name,type,rating,genre,episodes,creators,aired_year,awards_no,descript
360,2535,Zipang,TV Series,7.76,"Action, Drama, Historical, Military, Sci-Fi, Seinen",26,10,2004,0,"* Based on the manga by Kawaguchi Kaiji.
Scheduled for routine military exercises, Kadomatsu and the crew of Japan's newest and most modern battlecruiser, Mirai, are ready to test out the ship's state-of-the-art AEGIS systems. Instead, they find themselves transported back to June 4th, 1942 - the date of the crucial Battle of Midway, where the Japanese fleet was dealt a crippling blow.
But when an overzealous Kadomatsu rescues one of the battle's victims, Kusaka, from a sinking Zero Fighter, the Mirai's fate is sealed. They are forced to fight a U.S. submarine in a battle that should never have occurred, and the crew pledges not to do anything to alter history further. But the flow of history may already be diverted...
	"
361,2536,Suki na Mono wa Suki Dakara Shou ga Nai!!,TV Series,6.77,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life",12,12,2005,0,"* Based on a popular Boys Love game by Platinum Label.
Hashiba Sora has been in hospital since he fell from the school building. When he comes back to the boarding house, his childhood friend Fujimori Sunao transfers to the school. By the good office of Honjo Matsuri, who is the leader of the boarding house and their childhood friend, Sora and Sunao are assigned the same room. However, because Sora doesn't remember Sunao, Sunao gets angry. Then, Matsuri tells him that Sora has lost his memorySource: AnimeNfo
	"
362,2551,Time Bokan 2000: Kaitou Kiramekiman,TV Series,,"Action, Adventure, Comedy, Mecha, Sci-Fi",26,8,2000,0,
363,2576,Project ARMS: The 2nd Chapter,TV Series,7.07,"Action, Fantasy, Martial Arts, School, Super Power",26,6,2001,0,"The 2nd Chapter continues the story of Takatsuki Ryou and his companions quest to discover the secret of the mysterious A.R.M.S. they all possess and what the future may hold for them. They now know where the answers lie but to get to them they must fight a desperate fight of survival against a powerful military corporation that wants their secrets no matter what the cost.- written by Ryuuroden
	"
364,2579,Ring ni Kakero 1,TV Series,6.32,"Action, Shounen, Sports",12,13,2004,0,"* Based on a manga of the same name by Kurumada Masami.
In order to fulfill their dead father's wish, the siblings, Takane Kiku and Takane Ryuuji aim for the champion title of the boxing arena. The sister, Kiku, will act as the trainer while the brother, Ryuuji, will concentrate on the role of the boxer.
Ryuuji's battles with many rivals have turned him into a more mature person. The junior high boxing tournament begins and Ryuuji will be fighting with his arch-rival, Kenzaki Jun.Note: There also was a short Ring ni Kakero 1 pilot film made in 2003.
	"
365,2597,Ki-Fighter Taerang,TV Series,,"Adventure, Kids",26,4,2002,0,"The Grand Evil was sealed in a cave behind an energized shield. But now, thousand years have passed and he is about to regain his former power to break away free from the shield. In order to prevent this disaster, the Elders of Fantasia have to take measure to keep the radioactive power in the shield. They send out nymph warriors to find and fetch Ki-fighter cocoons hidden somewhere in the word. During the mission, the nymphs come across with TaeRang, the Ki-Fighter, our heroic kid. He turns out to be the one who has a power to defeat of the Grand Evil, TaeRang sets on his way to find other weak creatures and their villages that are endangered by the unjust evil power. TaeRang is the one wise and brave kid to set it all to justice.Source: ANNNote: This is a Korean anime.
	"
366,2605,Mahou Sensei Negima!,TV Series,7.37,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",26,17,2005,0,"The 9-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one Ã¢ÂÂ to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Kagurazaka Asuna, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But, as things turn out, circumstances force them to work together: from fighting evil wizards to helping the class pass their final exam...Source: ANN
	"
367,2611,Viewtiful Joe,TV Series,5.6,"Action, Comedy, Sci-Fi, Shounen",51,3,2004,0,"* Based on a game by Capcom.Movie Land is a world where movie characters were real. There was en evil syndicate, Jado, they altered the movie contents at their own will, and they tried to rule the people in the real world by showing the modified movie to them.
One day, Joe went to the theatre with his lover Silvia to watch a hero movie, Captain Blue. However, the movie ended with a tragedy no one expected. Captain Blue was helplessly beaten by the evil syndicate Jado. Then, the leader of Jado declared that they would conquer the real world, and they took Silvia into the screen.
To take her back, Joe turns into a super hero to battle against them. In the world of ""Movie Land"", now begins the beautiful battle of Viewtiful Joe.
	"
368,2650,Okusama wa Mahou Shoujo,TV Series,6.69,"Magic, Romance",13,15,2005,0,"The story starts in an old castle town. It looks like other towns, but there is one thing different from others. People called ""Magical Girls"" are living there. They come from another world, ""Realm"". For them, our world is just a temporary world, and they call our world ""Wonderland"".
Some magical girls wish to make our world into what they want to be. Asaba Ureshiko is usually a bit absentminded. However, she is actually a magical girl named ""Agnes Bell"" came from Realm, and she is also an administrator of Wonder Land.
She married Asaba Tamotsu, who is a normal man in this world, keeping the secret that she is a magical girl. But, she hasn't kissed him although they've been married because it is said that the magical girl loses her magical power by kissing a man. In addition, she has to save this world secretly.Source: AnimeNfo
	"
369,2656,Afro Samurai,TV Series,6.86,"Action, Adventure, Samurai",5,6,2007,0,"* Project by Spike TV / FUNimation of US, and Gonzo's Samurai Project team.
The tale of Afro Samurai is one of bloody hardship and pain. Along his solitary path of revenge for his murdered father, he sheds no tears and knows no love. Forever chased by powerful enemies in a lawless technology-speckled dystopia, he evades bullets and blade to reach his final prey: a man who will not die. But Afro will reach his quarry - even if it means painting a road of blood and brains from here to the bitter inevitable end.
	"
370,2664,Rockman.EXE Stream,TV Series,7.25,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",51,13,2004,0,"Being the continuation of Rockman.EXE Axess and the third anime in the Rockman.EXE anime series, Rockman.EXE Stream takes place right where Axess left off, with Netto and Rockman's battle against Dr. Regal, leader of Nebula. Now, something greater poses a threat for the Earth, and it's name is Duo. A mysterious net navi from space, his mission is to erase planets that are living with darkness. Because of the constant evil lurking from Regal's Dark Chips, Duo is set out to destroy Earth. But can Netto and Rockman prove to him that Earth is full of good?
	"
371,2679,Girls Bravo: Second Season,TV Series,7.08,"Comedy, Ecchi, Fantasy, Harem, Romance, School",13,14,2005,0,"* Based on a manga by Mario Kaneda, serialised in the Monthly Shonen Ace manga magazine. Continues right after the first season of Girls Bravo.
The high school boy Sasaki Yukinari has been bullied by girls all his life and has developed gynophobia Ã¢ÂÂ a fear of women. In fact, just being touched by them makes him break out in hives! One day, he is suddenly transported to Seiren Ã¢ÂÂ a world mostly inhabited by females. There he meets a beautiful and mysterious girl named Miharu Sena Kanaka, who inexplicably does not adversely affect him. His first encounter with a truly kind girl.
Miharu decides to visit and then stay on Earth with Yukinari even after some complications that arise from more female visitors from Seiren. Right in the middle of the wildest stretch of Yukinari's young life the story continues...
	"
372,2688,Akuei to Gacchinpo,TV Series,3.41,"Comedy, Kids",13,6,2004,0,
373,2695,Eikoku Koi Monogatari Emma,TV Series,8.0,"Drama, Historical, Romance, Seinen, Slice of Life",12,15,2005,0,"* Based on the historical romance manga by Mori Kaoru, which was published by Enterbrain in the magazine Comic Beam.
In late 19th century London, William Jones, a member of the gentry, meets and falls in love with Emma, and she with him. This chance meeting overturns both their lives - for Emma is a maid, and the barriers of class and wealth stand between them.Source: ANN
	"
374,2696,Speed Grapher,TV Series,7.62,"Action, Mystery, Super Power",24,16,2005,1,"Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seek to satisfy their desires and derive pleasure for themselves, and Tokyo has materialised into such a city as a result.Saiga Tatsumi, once a war photographer, works for Ginza Hibari in the capitalist state of Tokyo. He infiltrates the Roppongi Club, a secretive base located in the red district area of the city, to collect information. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode when photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary struggle.Source: ANN
	"
